trial,method,detected_time,EDD,ChangeType,ChangeParam,Distribution
182,A19,208,8.0,ar1,0.1,Gaussian
183,Our,207,7.0,ar1,0.1,Gaussian
183,LL23,217,17.0,ar1,0.1,Gaussian
183,A19,216,16.0,ar1,0.1,Gaussian
184,Our,204,4.0,ar1,0.1,Gaussian
184,LL23,209,9.0,ar1,0.1,Gaussian
184,A19,202,2.0,ar1,0.1,Gaussian
185,Our,205,5.0,ar1,0.1,Gaussian
185,LL23,208,8.0,ar1,0.1,Gaussian
185,A19,205,5.0,ar1,0.1,Gaussian
186,Our,204,4.0,ar1,0.1,Gaussian
186,LL23,217,17.0,ar1,0.1,Gaussian
186,A19,183,-17.0,ar1,0.1,Gaussian
187,Our,205,5.0,ar1,0.1,Gaussian
187,LL23,230,30.0,ar1,0.1,Gaussian
187,A19,213,13.0,ar1,0.1,Gaussian
188,Our,205,5.0,ar1,0.1,Gaussian
188,LL23,230,30.0,ar1,0.1,Gaussian
188,A19,205,5.0,ar1,0.1,Gaussian
189,Our,204,4.0,ar1,0.1,Gaussian
189,LL23,223,23.0,ar1,0.1,Gaussian
189,A19,206,6.0,ar1,0.1,Gaussian
190,Our,205,5.0,ar1,0.1,Gaussian
190,LL23,224,24.0,ar1,0.1,Gaussian
190,A19,206,6.0,ar1,0.1,Gaussian
191,Our,209,9.0,ar1,0.1,Gaussian
191,LL23,224,24.0,ar1,0.1,Gaussian
191,A19,157,-43.0,ar1,0.1,Gaussian
192,Our,205,5.0,ar1,0.1,Gaussian
192,LL23,216,16.0,ar1,0.1,Gaussian
192,A19,185,-15.0,ar1,0.1,Gaussian
193,Our,205,5.0,ar1,0.1,Gaussian
193,LL23,236,36.0,ar1,0.1,Gaussian
193,A19,212,12.0,ar1,0.1,Gaussian
194,Our,207,7.0,ar1,0.1,Gaussian
194,LL23,219,19.0,ar1,0.1,Gaussian
194,A19,206,6.0,ar1,0.1,Gaussian
195,Our,207,7.0,ar1,0.1,Gaussian
195,LL23,218,18.0,ar1,0.1,Gaussian
195,A19,215,15.0,ar1,0.1,Gaussian
196,Our,208,8.0,ar1,0.1,Gaussian
196,LL23,215,15.0,ar1,0.1,Gaussian
196,A19,214,14.0,ar1,0.1,Gaussian
197,Our,207,7.0,ar1,0.1,Gaussian
197,LL23,214,14.0,ar1,0.1,Gaussian
197,A19,216,16.0,ar1,0.1,Gaussian
198,Our,204,4.0,ar1,0.1,Gaussian
198,LL23,208,8.0,ar1,0.1,Gaussian
198,A19,217,17.0,ar1,0.1,Gaussian
199,Our,207,7.0,ar1,0.1,Gaussian
199,LL23,220,20.0,ar1,0.1,Gaussian
199,A19,207,7.0,ar1,0.1,Gaussian
200,Our,205,5.0,ar1,0.1,Gaussian
200,LL23,206,6.0,ar1,0.1,Gaussian
200,A19,205,5.0,ar1,0.1,Gaussian
201,Our,205,5.0,ar1,0.1,Gaussian
201,LL23,209,9.0,ar1,0.1,Gaussian
201,A19,201,1.0,ar1,0.1,Gaussian
202,Our,205,5.0,ar1,0.1,Gaussian
202,LL23,217,17.0,ar1,0.1,Gaussian
202,A19,210,10.0,ar1,0.1,Gaussian
203,Our,202,2.0,ar1,0.1,Gaussian
203,LL23,205,5.0,ar1,0.1,Gaussian
203,A19,212,12.0,ar1,0.1,Gaussian
204,Our,209,9.0,ar1,0.1,Gaussian
204,LL23,215,15.0,ar1,0.1,Gaussian
204,A19,170,-30.0,ar1,0.1,Gaussian
205,Our,204,4.0,ar1,0.1,Gaussian
205,LL23,222,22.0,ar1,0.1,Gaussian
205,A19,140,-60.0,ar1,0.1,Gaussian
206,Our,205,5.0,ar1,0.1,Gaussian
206,LL23,216,16.0,ar1,0.1,Gaussian
206,A19,212,12.0,ar1,0.1,Gaussian
207,Our,207,7.0,ar1,0.1,Gaussian
207,LL23,219,19.0,ar1,0.1,Gaussian
207,A19,177,-23.0,ar1,0.1,Gaussian
208,Our,207,7.0,ar1,0.1,Gaussian
208,LL23,233,33.0,ar1,0.1,Gaussian
208,A19,210,10.0,ar1,0.1,Gaussian
209,Our,205,5.0,ar1,0.1,Gaussian
209,LL23,193,-7.0,ar1,0.1,Gaussian
209,A19,216,16.0,ar1,0.1,Gaussian
210,Our,206,6.0,ar1,0.1,Gaussian
210,LL23,215,15.0,ar1,0.1,Gaussian
210,A19,133,-67.0,ar1,0.1,Gaussian
211,Our,207,7.0,ar1,0.1,Gaussian
211,LL23,224,24.0,ar1,0.1,Gaussian
211,A19,221,21.0,ar1,0.1,Gaussian
212,Our,203,3.0,ar1,0.1,Gaussian
212,LL23,213,13.0,ar1,0.1,Gaussian
212,A19,216,16.0,ar1,0.1,Gaussian
213,Our,205,5.0,ar1,0.1,Gaussian
213,LL23,219,19.0,ar1,0.1,Gaussian
213,A19,215,15.0,ar1,0.1,Gaussian
214,Our,207,7.0,ar1,0.1,Gaussian
214,LL23,212,12.0,ar1,0.1,Gaussian
214,A19,204,4.0,ar1,0.1,Gaussian
215,Our,209,9.0,ar1,0.1,Gaussian
215,LL23,217,17.0,ar1,0.1,Gaussian
215,A19,210,10.0,ar1,0.1,Gaussian
216,Our,206,6.0,ar1,0.1,Gaussian
216,LL23,222,22.0,ar1,0.1,Gaussian
216,A19,218,18.0,ar1,0.1,Gaussian
217,Our,212,12.0,ar1,0.1,Gaussian
217,LL23,221,21.0,ar1,0.1,Gaussian
217,A19,215,15.0,ar1,0.1,Gaussian
218,Our,204,4.0,ar1,0.1,Gaussian
218,LL23,216,16.0,ar1,0.1,Gaussian
218,A19,201,1.0,ar1,0.1,Gaussian
219,Our,207,7.0,ar1,0.1,Gaussian
219,LL23,221,21.0,ar1,0.1,Gaussian
219,A19,208,8.0,ar1,0.1,Gaussian
220,Our,206,6.0,ar1,0.1,Gaussian
220,LL23,212,12.0,ar1,0.1,Gaussian
220,A19,214,14.0,ar1,0.1,Gaussian
221,Our,205,5.0,ar1,0.1,Gaussian
221,LL23,211,11.0,ar1,0.1,Gaussian
221,A19,212,12.0,ar1,0.1,Gaussian
222,Our,205,5.0,ar1,0.1,Gaussian
222,LL23,222,22.0,ar1,0.1,Gaussian
222,A19,206,6.0,ar1,0.1,Gaussian
223,Our,207,7.0,ar1,0.1,Gaussian
223,LL23,213,13.0,ar1,0.1,Gaussian
223,A19,214,14.0,ar1,0.1,Gaussian
224,Our,205,5.0,ar1,0.1,Gaussian
224,LL23,214,14.0,ar1,0.1,Gaussian
224,A19,211,11.0,ar1,0.1,Gaussian
225,Our,203,3.0,ar1,0.1,Gaussian
225,LL23,207,7.0,ar1,0.1,Gaussian
225,A19,206,6.0,ar1,0.1,Gaussian
226,Our,204,4.0,ar1,0.1,Gaussian
226,LL23,228,28.0,ar1,0.1,Gaussian
226,A19,218,18.0,ar1,0.1,Gaussian
227,Our,207,7.0,ar1,0.1,Gaussian
227,LL23,213,13.0,ar1,0.1,Gaussian
227,A19,217,17.0,ar1,0.1,Gaussian
228,Our,205,5.0,ar1,0.1,Gaussian
228,LL23,220,20.0,ar1,0.1,Gaussian
228,A19,139,-61.0,ar1,0.1,Gaussian
229,Our,209,9.0,ar1,0.1,Gaussian
229,LL23,225,25.0,ar1,0.1,Gaussian
229,A19,214,14.0,ar1,0.1,Gaussian
230,Our,205,5.0,ar1,0.1,Gaussian
230,LL23,214,14.0,ar1,0.1,Gaussian
230,A19,209,9.0,ar1,0.1,Gaussian
231,Our,205,5.0,ar1,0.1,Gaussian
231,LL23,220,20.0,ar1,0.1,Gaussian
231,A19,209,9.0,ar1,0.1,Gaussian
232,Our,205,5.0,ar1,0.1,Gaussian
232,LL23,227,27.0,ar1,0.1,Gaussian
232,A19,212,12.0,ar1,0.1,Gaussian
233,Our,206,6.0,ar1,0.1,Gaussian
233,LL23,223,23.0,ar1,0.1,Gaussian
233,A19,217,17.0,ar1,0.1,Gaussian
234,Our,204,4.0,ar1,0.1,Gaussian
234,LL23,224,24.0,ar1,0.1,Gaussian
234,A19,213,13.0,ar1,0.1,Gaussian
235,Our,206,6.0,ar1,0.1,Gaussian
235,LL23,206,6.0,ar1,0.1,Gaussian
235,A19,216,16.0,ar1,0.1,Gaussian
236,Our,204,4.0,ar1,0.1,Gaussian
236,LL23,230,30.0,ar1,0.1,Gaussian
236,A19,211,11.0,ar1,0.1,Gaussian
237,Our,203,3.0,ar1,0.1,Gaussian
237,LL23,205,5.0,ar1,0.1,Gaussian
237,A19,215,15.0,ar1,0.1,Gaussian
238,Our,206,6.0,ar1,0.1,Gaussian
238,LL23,217,17.0,ar1,0.1,Gaussian
238,A19,145,-55.0,ar1,0.1,Gaussian
239,Our,206,6.0,ar1,0.1,Gaussian
239,LL23,227,27.0,ar1,0.1,Gaussian
239,A19,206,6.0,ar1,0.1,Gaussian
240,Our,207,7.0,ar1,0.1,Gaussian
240,LL23,215,15.0,ar1,0.1,Gaussian
240,A19,209,9.0,ar1,0.1,Gaussian
241,Our,204,4.0,ar1,0.1,Gaussian
241,LL23,226,26.0,ar1,0.1,Gaussian
241,A19,210,10.0,ar1,0.1,Gaussian
242,Our,210,10.0,ar1,0.1,Gaussian
242,LL23,218,18.0,ar1,0.1,Gaussian
242,A19,202,2.0,ar1,0.1,Gaussian
243,Our,202,2.0,ar1,0.1,Gaussian
243,LL23,208,8.0,ar1,0.1,Gaussian
243,A19,202,2.0,ar1,0.1,Gaussian
244,Our,203,3.0,ar1,0.1,Gaussian
244,LL23,206,6.0,ar1,0.1,Gaussian
244,A19,211,11.0,ar1,0.1,Gaussian
245,Our,202,2.0,ar1,0.1,Gaussian
245,LL23,228,28.0,ar1,0.1,Gaussian
245,A19,208,8.0,ar1,0.1,Gaussian
246,Our,202,2.0,ar1,0.1,Gaussian
246,LL23,206,6.0,ar1,0.1,Gaussian
246,A19,212,12.0,ar1,0.1,Gaussian
247,Our,207,7.0,ar1,0.1,Gaussian
247,LL23,231,31.0,ar1,0.1,Gaussian
247,A19,184,-16.0,ar1,0.1,Gaussian
248,Our,205,5.0,ar1,0.1,Gaussian
248,LL23,219,19.0,ar1,0.1,Gaussian
248,A19,212,12.0,ar1,0.1,Gaussian
249,Our,209,9.0,ar1,0.1,Gaussian
249,LL23,223,23.0,ar1,0.1,Gaussian
249,A19,210,10.0,ar1,0.1,Gaussian
250,Our,207,7.0,ar1,0.1,Gaussian
250,LL23,213,13.0,ar1,0.1,Gaussian
250,A19,204,4.0,ar1,0.1,Gaussian
251,Our,205,5.0,ar1,0.1,Gaussian
251,LL23,212,12.0,ar1,0.1,Gaussian
251,A19,133,-67.0,ar1,0.1,Gaussian
252,Our,207,7.0,ar1,0.1,Gaussian
252,LL23,215,15.0,ar1,0.1,Gaussian
252,A19,176,-24.0,ar1,0.1,Gaussian
253,Our,205,5.0,ar1,0.1,Gaussian
253,LL23,171,-29.0,ar1,0.1,Gaussian
253,A19,210,10.0,ar1,0.1,Gaussian
254,Our,202,2.0,ar1,0.1,Gaussian
254,LL23,227,27.0,ar1,0.1,Gaussian
254,A19,128,-72.0,ar1,0.1,Gaussian
255,Our,206,6.0,ar1,0.1,Gaussian
255,LL23,214,14.0,ar1,0.1,Gaussian
255,A19,181,-19.0,ar1,0.1,Gaussian
256,Our,206,6.0,ar1,0.1,Gaussian
256,LL23,219,19.0,ar1,0.1,Gaussian
256,A19,219,19.0,ar1,0.1,Gaussian
257,Our,202,2.0,ar1,0.1,Gaussian
257,LL23,210,10.0,ar1,0.1,Gaussian
257,A19,205,5.0,ar1,0.1,Gaussian
258,Our,204,4.0,ar1,0.1,Gaussian
258,LL23,204,4.0,ar1,0.1,Gaussian
258,A19,212,12.0,ar1,0.1,Gaussian
259,Our,206,6.0,ar1,0.1,Gaussian
259,LL23,216,16.0,ar1,0.1,Gaussian
259,A19,210,10.0,ar1,0.1,Gaussian
260,Our,203,3.0,ar1,0.1,Gaussian
260,LL23,209,9.0,ar1,0.1,Gaussian
260,A19,212,12.0,ar1,0.1,Gaussian
261,Our,206,6.0,ar1,0.1,Gaussian
261,LL23,228,28.0,ar1,0.1,Gaussian
261,A19,218,18.0,ar1,0.1,Gaussian
262,Our,206,6.0,ar1,0.1,Gaussian
262,LL23,213,13.0,ar1,0.1,Gaussian
262,A19,205,5.0,ar1,0.1,Gaussian
263,Our,205,5.0,ar1,0.1,Gaussian
263,LL23,217,17.0,ar1,0.1,Gaussian
263,A19,207,7.0,ar1,0.1,Gaussian
264,Our,207,7.0,ar1,0.1,Gaussian
264,LL23,219,19.0,ar1,0.1,Gaussian
264,A19,211,11.0,ar1,0.1,Gaussian
265,Our,208,8.0,ar1,0.1,Gaussian
265,LL23,217,17.0,ar1,0.1,Gaussian
265,A19,207,7.0,ar1,0.1,Gaussian
266,Our,205,5.0,ar1,0.1,Gaussian
266,LL23,217,17.0,ar1,0.1,Gaussian
266,A19,173,-27.0,ar1,0.1,Gaussian
267,Our,208,8.0,ar1,0.1,Gaussian
267,LL23,215,15.0,ar1,0.1,Gaussian
267,A19,207,7.0,ar1,0.1,Gaussian
268,Our,203,3.0,ar1,0.1,Gaussian
268,LL23,217,17.0,ar1,0.1,Gaussian
268,A19,185,-15.0,ar1,0.1,Gaussian
269,Our,208,8.0,ar1,0.1,Gaussian
269,LL23,209,9.0,ar1,0.1,Gaussian
269,A19,204,4.0,ar1,0.1,Gaussian
270,Our,209,9.0,ar1,0.1,Gaussian
270,LL23,220,20.0,ar1,0.1,Gaussian
270,A19,213,13.0,ar1,0.1,Gaussian
271,Our,208,8.0,ar1,0.1,Gaussian
271,LL23,206,6.0,ar1,0.1,Gaussian
271,A19,152,-48.0,ar1,0.1,Gaussian
272,Our,208,8.0,ar1,0.1,Gaussian
272,LL23,218,18.0,ar1,0.1,Gaussian
272,A19,217,17.0,ar1,0.1,Gaussian
273,Our,211,11.0,ar1,0.1,Gaussian
273,LL23,222,22.0,ar1,0.1,Gaussian
273,A19,204,4.0,ar1,0.1,Gaussian
274,Our,205,5.0,ar1,0.1,Gaussian
274,LL23,216,16.0,ar1,0.1,Gaussian
274,A19,205,5.0,ar1,0.1,Gaussian
275,Our,204,4.0,ar1,0.1,Gaussian
275,LL23,226,26.0,ar1,0.1,Gaussian
275,A19,180,-20.0,ar1,0.1,Gaussian
276,Our,207,7.0,ar1,0.1,Gaussian
276,LL23,222,22.0,ar1,0.1,Gaussian
276,A19,211,11.0,ar1,0.1,Gaussian
277,Our,204,4.0,ar1,0.1,Gaussian
277,LL23,204,4.0,ar1,0.1,Gaussian
277,A19,208,8.0,ar1,0.1,Gaussian
278,Our,209,9.0,ar1,0.1,Gaussian
278,LL23,213,13.0,ar1,0.1,Gaussian
278,A19,210,10.0,ar1,0.1,Gaussian
279,Our,211,11.0,ar1,0.1,Gaussian
279,LL23,238,38.0,ar1,0.1,Gaussian
279,A19,220,20.0,ar1,0.1,Gaussian
280,Our,202,2.0,ar1,0.1,Gaussian
280,LL23,216,16.0,ar1,0.1,Gaussian
280,A19,215,15.0,ar1,0.1,Gaussian
281,Our,203,3.0,ar1,0.1,Gaussian
281,LL23,234,34.0,ar1,0.1,Gaussian
281,A19,212,12.0,ar1,0.1,Gaussian
282,Our,205,5.0,ar1,0.1,Gaussian
282,LL23,207,7.0,ar1,0.1,Gaussian
282,A19,214,14.0,ar1,0.1,Gaussian
283,Our,207,7.0,ar1,0.1,Gaussian
283,LL23,214,14.0,ar1,0.1,Gaussian
283,A19,216,16.0,ar1,0.1,Gaussian
284,Our,205,5.0,ar1,0.1,Gaussian
284,LL23,220,20.0,ar1,0.1,Gaussian
284,A19,180,-20.0,ar1,0.1,Gaussian
285,Our,207,7.0,ar1,0.1,Gaussian
285,LL23,206,6.0,ar1,0.1,Gaussian
285,A19,127,-73.0,ar1,0.1,Gaussian
286,Our,205,5.0,ar1,0.1,Gaussian
286,LL23,225,25.0,ar1,0.1,Gaussian
286,A19,209,9.0,ar1,0.1,Gaussian
287,Our,205,5.0,ar1,0.1,Gaussian
287,LL23,232,32.0,ar1,0.1,Gaussian
287,A19,184,-16.0,ar1,0.1,Gaussian
288,Our,206,6.0,ar1,0.1,Gaussian
288,LL23,213,13.0,ar1,0.1,Gaussian
288,A19,212,12.0,ar1,0.1,Gaussian
289,Our,204,4.0,ar1,0.1,Gaussian
289,LL23,223,23.0,ar1,0.1,Gaussian
289,A19,144,-56.0,ar1,0.1,Gaussian
290,Our,206,6.0,ar1,0.1,Gaussian
290,LL23,240,40.0,ar1,0.1,Gaussian
290,A19,217,17.0,ar1,0.1,Gaussian
291,Our,204,4.0,ar1,0.1,Gaussian
291,LL23,211,11.0,ar1,0.1,Gaussian
291,A19,217,17.0,ar1,0.1,Gaussian
292,Our,204,4.0,ar1,0.1,Gaussian
292,LL23,219,19.0,ar1,0.1,Gaussian
292,A19,217,17.0,ar1,0.1,Gaussian
293,Our,205,5.0,ar1,0.1,Gaussian
293,LL23,210,10.0,ar1,0.1,Gaussian
293,A19,203,3.0,ar1,0.1,Gaussian
294,Our,207,7.0,ar1,0.1,Gaussian
294,LL23,222,22.0,ar1,0.1,Gaussian
294,A19,215,15.0,ar1,0.1,Gaussian
295,Our,202,2.0,ar1,0.1,Gaussian
295,LL23,223,23.0,ar1,0.1,Gaussian
295,A19,208,8.0,ar1,0.1,Gaussian
296,Our,203,3.0,ar1,0.1,Gaussian
296,LL23,212,12.0,ar1,0.1,Gaussian
296,A19,177,-23.0,ar1,0.1,Gaussian
297,Our,204,4.0,ar1,0.1,Gaussian
297,LL23,219,19.0,ar1,0.1,Gaussian
297,A19,218,18.0,ar1,0.1,Gaussian
298,Our,203,3.0,ar1,0.1,Gaussian
298,LL23,215,15.0,ar1,0.1,Gaussian
298,A19,207,7.0,ar1,0.1,Gaussian
299,Our,206,6.0,ar1,0.1,Gaussian
299,LL23,208,8.0,ar1,0.1,Gaussian
299,A19,203,3.0,ar1,0.1,Gaussian
300,Our,204,4.0,ar1,0.1,Gaussian
300,LL23,209,9.0,ar1,0.1,Gaussian
300,A19,205,5.0,ar1,0.1,Gaussian
301,Our,205,5.0,ar1,0.1,Gaussian
301,LL23,209,9.0,ar1,0.1,Gaussian
301,A19,212,12.0,ar1,0.1,Gaussian
302,Our,208,8.0,ar1,0.1,Gaussian
302,LL23,215,15.0,ar1,0.1,Gaussian
302,A19,220,20.0,ar1,0.1,Gaussian
303,Our,209,9.0,ar1,0.1,Gaussian
303,LL23,213,13.0,ar1,0.1,Gaussian
303,A19,212,12.0,ar1,0.1,Gaussian
304,Our,206,6.0,ar1,0.1,Gaussian
304,LL23,213,13.0,ar1,0.1,Gaussian
304,A19,205,5.0,ar1,0.1,Gaussian
305,Our,204,4.0,ar1,0.1,Gaussian
305,LL23,208,8.0,ar1,0.1,Gaussian
305,A19,208,8.0,ar1,0.1,Gaussian
306,Our,204,4.0,ar1,0.1,Gaussian
306,LL23,212,12.0,ar1,0.1,Gaussian
306,A19,202,2.0,ar1,0.1,Gaussian
307,Our,205,5.0,ar1,0.1,Gaussian
307,LL23,221,21.0,ar1,0.1,Gaussian
307,A19,187,-13.0,ar1,0.1,Gaussian
308,Our,205,5.0,ar1,0.1,Gaussian
308,LL23,209,9.0,ar1,0.1,Gaussian
308,A19,208,8.0,ar1,0.1,Gaussian
309,Our,203,3.0,ar1,0.1,Gaussian
309,LL23,225,25.0,ar1,0.1,Gaussian
309,A19,158,-42.0,ar1,0.1,Gaussian
310,Our,207,7.0,ar1,0.1,Gaussian
310,LL23,218,18.0,ar1,0.1,Gaussian
310,A19,211,11.0,ar1,0.1,Gaussian
311,Our,204,4.0,ar1,0.1,Gaussian
311,LL23,208,8.0,ar1,0.1,Gaussian
311,A19,157,-43.0,ar1,0.1,Gaussian
312,Our,206,6.0,ar1,0.1,Gaussian
312,LL23,208,8.0,ar1,0.1,Gaussian
312,A19,216,16.0,ar1,0.1,Gaussian
313,Our,204,4.0,ar1,0.1,Gaussian
313,LL23,206,6.0,ar1,0.1,Gaussian
313,A19,207,7.0,ar1,0.1,Gaussian
314,Our,206,6.0,ar1,0.1,Gaussian
314,LL23,220,20.0,ar1,0.1,Gaussian
314,A19,210,10.0,ar1,0.1,Gaussian
315,Our,207,7.0,ar1,0.1,Gaussian
315,LL23,212,12.0,ar1,0.1,Gaussian
315,A19,206,6.0,ar1,0.1,Gaussian
316,Our,205,5.0,ar1,0.1,Gaussian
316,LL23,214,14.0,ar1,0.1,Gaussian
316,A19,202,2.0,ar1,0.1,Gaussian
317,Our,207,7.0,ar1,0.1,Gaussian
317,LL23,211,11.0,ar1,0.1,Gaussian
317,A19,212,12.0,ar1,0.1,Gaussian
318,Our,207,7.0,ar1,0.1,Gaussian
318,LL23,210,10.0,ar1,0.1,Gaussian
318,A19,203,3.0,ar1,0.1,Gaussian
319,Our,205,5.0,ar1,0.1,Gaussian
319,LL23,227,27.0,ar1,0.1,Gaussian
319,A19,217,17.0,ar1,0.1,Gaussian
320,Our,206,6.0,ar1,0.1,Gaussian
320,LL23,220,20.0,ar1,0.1,Gaussian
320,A19,208,8.0,ar1,0.1,Gaussian
321,Our,208,8.0,ar1,0.1,Gaussian
321,LL23,221,21.0,ar1,0.1,Gaussian
321,A19,214,14.0,ar1,0.1,Gaussian
322,Our,207,7.0,ar1,0.1,Gaussian
322,LL23,219,19.0,ar1,0.1,Gaussian
322,A19,217,17.0,ar1,0.1,Gaussian
323,Our,205,5.0,ar1,0.1,Gaussian
323,LL23,210,10.0,ar1,0.1,Gaussian
323,A19,209,9.0,ar1,0.1,Gaussian
324,Our,207,7.0,ar1,0.1,Gaussian
324,LL23,218,18.0,ar1,0.1,Gaussian
324,A19,149,-51.0,ar1,0.1,Gaussian
325,Our,206,6.0,ar1,0.1,Gaussian
325,LL23,219,19.0,ar1,0.1,Gaussian
325,A19,216,16.0,ar1,0.1,Gaussian
326,Our,206,6.0,ar1,0.1,Gaussian
326,LL23,217,17.0,ar1,0.1,Gaussian
326,A19,209,9.0,ar1,0.1,Gaussian
327,Our,208,8.0,ar1,0.1,Gaussian
327,LL23,210,10.0,ar1,0.1,Gaussian
327,A19,209,9.0,ar1,0.1,Gaussian
328,Our,204,4.0,ar1,0.1,Gaussian
328,LL23,223,23.0,ar1,0.1,Gaussian
328,A19,203,3.0,ar1,0.1,Gaussian
329,Our,205,5.0,ar1,0.1,Gaussian
329,LL23,220,20.0,ar1,0.1,Gaussian
329,A19,202,2.0,ar1,0.1,Gaussian
330,Our,210,10.0,ar1,0.1,Gaussian
330,LL23,213,13.0,ar1,0.1,Gaussian
330,A19,214,14.0,ar1,0.1,Gaussian
331,Our,205,5.0,ar1,0.1,Gaussian
331,LL23,207,7.0,ar1,0.1,Gaussian
331,A19,216,16.0,ar1,0.1,Gaussian
332,Our,203,3.0,ar1,0.1,Gaussian
332,LL23,215,15.0,ar1,0.1,Gaussian
332,A19,210,10.0,ar1,0.1,Gaussian
333,Our,207,7.0,ar1,0.1,Gaussian
333,LL23,225,25.0,ar1,0.1,Gaussian
333,A19,211,11.0,ar1,0.1,Gaussian
334,Our,203,3.0,ar1,0.1,Gaussian
334,LL23,218,18.0,ar1,0.1,Gaussian
334,A19,164,-36.0,ar1,0.1,Gaussian
335,Our,203,3.0,ar1,0.1,Gaussian
335,LL23,218,18.0,ar1,0.1,Gaussian
335,A19,206,6.0,ar1,0.1,Gaussian
336,Our,202,2.0,ar1,0.1,Gaussian
336,LL23,208,8.0,ar1,0.1,Gaussian
336,A19,207,7.0,ar1,0.1,Gaussian
337,Our,204,4.0,ar1,0.1,Gaussian
337,LL23,212,12.0,ar1,0.1,Gaussian
337,A19,214,14.0,ar1,0.1,Gaussian
338,Our,206,6.0,ar1,0.1,Gaussian
338,LL23,222,22.0,ar1,0.1,Gaussian
338,A19,213,13.0,ar1,0.1,Gaussian
339,Our,204,4.0,ar1,0.1,Gaussian
339,LL23,221,21.0,ar1,0.1,Gaussian
339,A19,212,12.0,ar1,0.1,Gaussian
340,Our,208,8.0,ar1,0.1,Gaussian
340,LL23,210,10.0,ar1,0.1,Gaussian
340,A19,216,16.0,ar1,0.1,Gaussian
341,Our,203,3.0,ar1,0.1,Gaussian
341,LL23,229,29.0,ar1,0.1,Gaussian
341,A19,210,10.0,ar1,0.1,Gaussian
342,Our,206,6.0,ar1,0.1,Gaussian
342,LL23,227,27.0,ar1,0.1,Gaussian
342,A19,208,8.0,ar1,0.1,Gaussian
343,Our,207,7.0,ar1,0.1,Gaussian
343,LL23,205,5.0,ar1,0.1,Gaussian
343,A19,213,13.0,ar1,0.1,Gaussian
344,Our,205,5.0,ar1,0.1,Gaussian
344,LL23,228,28.0,ar1,0.1,Gaussian
344,A19,202,2.0,ar1,0.1,Gaussian
345,Our,203,3.0,ar1,0.1,Gaussian
345,LL23,231,31.0,ar1,0.1,Gaussian
345,A19,203,3.0,ar1,0.1,Gaussian
346,Our,203,3.0,ar1,0.1,Gaussian
346,LL23,214,14.0,ar1,0.1,Gaussian
346,A19,207,7.0,ar1,0.1,Gaussian
347,Our,204,4.0,ar1,0.1,Gaussian
347,LL23,230,30.0,ar1,0.1,Gaussian
347,A19,214,14.0,ar1,0.1,Gaussian
348,Our,209,9.0,ar1,0.1,Gaussian
348,LL23,221,21.0,ar1,0.1,Gaussian
348,A19,203,3.0,ar1,0.1,Gaussian
349,Our,204,4.0,ar1,0.1,Gaussian
349,LL23,216,16.0,ar1,0.1,Gaussian
349,A19,217,17.0,ar1,0.1,Gaussian
350,Our,205,5.0,ar1,0.1,Gaussian
350,LL23,216,16.0,ar1,0.1,Gaussian
350,A19,214,14.0,ar1,0.1,Gaussian
351,Our,207,7.0,ar1,0.1,Gaussian
351,LL23,244,44.0,ar1,0.1,Gaussian
351,A19,211,11.0,ar1,0.1,Gaussian
352,Our,207,7.0,ar1,0.1,Gaussian
352,LL23,234,34.0,ar1,0.1,Gaussian
352,A19,211,11.0,ar1,0.1,Gaussian
353,Our,207,7.0,ar1,0.1,Gaussian
353,LL23,216,16.0,ar1,0.1,Gaussian
353,A19,209,9.0,ar1,0.1,Gaussian
354,Our,207,7.0,ar1,0.1,Gaussian
354,LL23,225,25.0,ar1,0.1,Gaussian
354,A19,212,12.0,ar1,0.1,Gaussian
355,Our,204,4.0,ar1,0.1,Gaussian
355,LL23,214,14.0,ar1,0.1,Gaussian
355,A19,207,7.0,ar1,0.1,Gaussian
356,Our,205,5.0,ar1,0.1,Gaussian
356,LL23,212,12.0,ar1,0.1,Gaussian
356,A19,208,8.0,ar1,0.1,Gaussian
357,Our,203,3.0,ar1,0.1,Gaussian
357,LL23,203,3.0,ar1,0.1,Gaussian
357,A19,207,7.0,ar1,0.1,Gaussian
358,Our,204,4.0,ar1,0.1,Gaussian
358,LL23,235,35.0,ar1,0.1,Gaussian
358,A19,217,17.0,ar1,0.1,Gaussian
359,Our,204,4.0,ar1,0.1,Gaussian
359,LL23,215,15.0,ar1,0.1,Gaussian
359,A19,206,6.0,ar1,0.1,Gaussian
360,Our,208,8.0,ar1,0.1,Gaussian
360,LL23,218,18.0,ar1,0.1,Gaussian
360,A19,216,16.0,ar1,0.1,Gaussian
361,Our,207,7.0,ar1,0.1,Gaussian
361,LL23,216,16.0,ar1,0.1,Gaussian
361,A19,213,13.0,ar1,0.1,Gaussian
362,Our,209,9.0,ar1,0.1,Gaussian
362,LL23,214,14.0,ar1,0.1,Gaussian
362,A19,211,11.0,ar1,0.1,Gaussian
363,Our,205,5.0,ar1,0.1,Gaussian
363,LL23,207,7.0,ar1,0.1,Gaussian
363,A19,208,8.0,ar1,0.1,Gaussian
364,Our,203,3.0,ar1,0.1,Gaussian
364,LL23,215,15.0,ar1,0.1,Gaussian
364,A19,215,15.0,ar1,0.1,Gaussian
365,Our,208,8.0,ar1,0.1,Gaussian
365,LL23,236,36.0,ar1,0.1,Gaussian
365,A19,214,14.0,ar1,0.1,Gaussian
